rental_id,user_id,age,gender,start_time,end_time,start_station,end_station,duration_minutes,price
243,U5137,63,M,2025-02-23 15:11:00,2025-02-23 15:38:00,Station Corniche,Station Marina,27,8.6
244,U2948,50,M,2024-12-21 08:07:00,2024-12-21 08:24:00,Station Quartier Administratif,Station Hôpital,17,6.9
245,U6512,47,M,2024-05-14 18:07:00,2024-05-14 18:33:00,Station Marina,Station Corniche,26,8.6
246,U8316,65,M,2024-05-13 15:09:00,2024-05-13 15:16:00,Station Corniche,Station Stade,7,5.7
247,U7506,48,F,2025-04-05 07:14:00,2025-04-05 07:43:00,Station Gare,Station Centre-Ville,29,8.1
248,U5348,22,M,2025-04-29 07:36:00,2025-04-29 08:05:00,Station Université,Station Parc Central,29,9.1
249,U9520,57,F,2025-11-18 12:26:00,2025-11-18 12:39:00,Station Parc Central,Station Hôpital,13,6.9
250,U3255,19,M,2024-03-19 08:28:00,2024-03-19 08:49:00,Station Parc Central,Station Centre-Ville,21,9.1
251,U3719,50,M,2025-07-05 19:46:00,2025-07-05 20:23:00,Station Parc Central,Station Université,37,9.8
252,U1489,22,M,2024-05-20 08:47:00,2024-05-20 09:24:00,Station Hôpital,Station Corniche,37,10.3
253,U4004,42,M,2025-03-31 18:58:00,2025-03-31 19:28:00,Station Hôpital,Station Parc Central,30,8.6
254,U1193,24,M,2025-01-22 13:51:00,2025-01-22 14:09:00,Station Corniche,Station Marina,18,7.4
255,U3408,43,M,2024-11-15 21:40:00,2024-11-15 22:13:00,Station Centre-Ville,Station Marina,33,10.3
256,U9966,48,M,2025-10-27 07:45:00,2025-10-27 08:15:00,Station Centre-Ville,Station Gare,30,7.6
257,U9589,41,M,2024-05-29 13:58:00,2024-05-29 14:15:00,Station Stade,Station Corniche,17,6.4
258,U4654,55,F,2025-05-03 17:13:00,2025-05-03 17:41:00,Station Marina,Station Centre-Ville,28,8.6
259,U3304,43,M,2024-10-04 12:05:00,2024-10-04 12:13:00,Station Stade,Station Aéroport Bus,8,6.7
260,U7742,35,M,2025-02-17 09:09:00,2025-02-17 09:26:00,Station Stade,Station Corniche,17,6.4
261,U7929,50,F,2025-01-28 19:24:00,2025-01-28 19:53:00,Station Gare,Station Université,29,7.6
262,U6239,43,M,2024-01-26 07:03:00,2024-01-26 07:34:00,Station Parc Central,Station Marina,31,9.8
263,U4281,21,F,2025-01-07 14:25:00,2025-01-07 14:46:00,Station Quartier Administratif,Station Hôpital,21,8.6
264,U4845,27,F,2025-07-27 21:54:00,2025-07-27 22:03:00,Station Université,Station Technopark,9,6.2
265,U1529,27,F,2024-03-31 07:45:00,2024-03-31 08:08:00,Station Marina,Station Centre-Ville,23,8.1
266,U7100,46,M,2025-03-01 12:32:00,2025-03-01 13:42:00,Station Corniche,Station Quartier Administratif,70,13.9
267,U9448,23,M,2025-05-22 07:32:00,2025-05-22 07:53:00,Station Technopark,Station Université,21,8.6
268,U7703,26,M,2025-04-02 15:56:00,2025-04-02 16:15:00,Station Quartier Administratif,Station Centre-Ville,19,7.4
269,U8172,18,M,2024-01-04 10:46:00,2024-01-04 11:03:00,Station Marina,Station Corniche,17,7.4
270,U2757,19,Autre,2025-02-14 07:13:00,2025-02-14 07:18:00,Station Parc Central,Station Hôpital,5,5.2
271,U2599,25,M,2025-03-28 15:44:00,2025-03-28 16:12:00,Station Gare,Station Centre-Ville,28,8.6
272,U3531,56,M,2025-12-14 15:56:00,2025-12-14 16:37:00,Station Quartier Administratif,Station Technopark,41,11.0
273,U2301,63,M,2025-11-16 08:14:00,2025-11-16 08:46:00,Station Centre-Ville,Station Parc Central,32,9.3
274,U5828,18,F,2025-07-22 16:23:00,2025-07-22 16:48:00,Station Université,Station Stade,25,8.6
275,U4434,35,M,2025-11-28 15:01:00,2025-11-28 15:16:00,Station Souk,Station Centre-Ville,15,6.4
276,U1323,22,M,2024-07-07 15:24:00,2024-07-07 15:42:00,Station Marina,Station Corniche,18,7.4
277,U1452,19,Autre,2024-01-17 17:01:00,2024-01-17 17:27:00,Station Souk,Station Stade,26,9.1
278,U7642,42,M,2025-03-11 12:53:00,2025-03-11 13:13:00,Station Technopark,Station Gare,20,7.4
279,U9345,38,M,2024-05-29 18:51:00,2024-05-29 19:06:00,Station Parc Central,Station Hôpital,15,7.4
280,U2176,19,M,2025-07-12 16:06:00,2025-07-12 16:11:00,Station Parc Central,Station Centre-Ville,5,5.2
281,U1397,44,F,2025-04-25 09:45:00,2025-04-25 10:21:00,Station Corniche,Station Centre-Ville,36,9.8
282,U2895,42,M,2024-12-08 19:45:00,2024-12-08 19:50:00,Station Parc Central,Station Hôpital,5,5.7
283,U4651,51,M,2025-11-05 17:55:00,2025-11-05 18:09:00,Station Quartier Administratif,Station Hôpital,14,7.4
284,U7364,29,F,2025-08-18 14:44:00,2025-08-18 14:58:00,Station Marina,Station Corniche,14,7.4
285,U1445,20,F,2024-04-15 11:20:00,2024-04-15 11:37:00,Station Gare,Station Aéroport Bus,17,7.4
286,U2535,49,Autre,2025-05-15 08:15:00,2025-05-15 08:43:00,Station Parc Central,Station Centre-Ville,28,8.6
287,U1620,33,F,2025-09-28 21:26:00,2025-09-28 21:35:00,Station Technopark,Station Quartier Administratif,9,6.7
288,U2471,30,F,2024-03-02 12:34:00,2024-03-02 12:47:00,Station Quartier Administratif,Station Hôpital,13,6.4
289,U3799,36,Autre,2025-05-07 12:29:00,2025-05-07 12:53:00,Station Hôpital,Station Parc Central,24,7.6
290,U8551,20,Autre,2024-07-21 15:17:00,2024-07-21 15:31:00,Station Centre-Ville,Station Gare,14,7.4
291,U6891,44,F,2024-11-10 19:23:00,2024-11-10 20:00:00,Station Université,Station Technopark,37,9.8
292,U6497,44,M,2024-04-10 07:51:00,2024-04-10 08:08:00,Station Souk,Station Corniche,17,7.9
293,U5607,61,M,2024-12-16 07:11:00,2024-12-16 07:35:00,Station Gare,Station Université,24,7.6
294,U6182,23,M,2024-10-26 08:13:00,2024-10-26 08:34:00,Station Parc Central,Station Hôpital,21,8.6
295,U9245,24,M,2025-05-11 10:10:00,2025-05-11 10:44:00,Station Université,Station Parc Central,34,9.8
296,U7950,36,M,2025-07-23 18:12:00,2025-07-23 18:33:00,Station Stade,Station Centre-Ville,21,8.6
297,U5217,34,F,2024-11-13 07:10:00,2024-11-13 07:41:00,Station Corniche,Station Stade,31,9.3
298,U8348,40,M,2024-06-25 17:19:00,2024-06-25 17:34:00,Station Hôpital,Station Quartier Administratif,15,6.4
299,U2179,47,M,2024-07-03 13:02:00,2024-07-03 13:20:00,Station Technopark,Station Université,18,7.9
300,U4866,61,F,2025-12-25 06:07:00,2025-12-25 07:10:00,Station Hôpital,Station Stade,63,13.4
301,U9581,32,M,2025-09-29 10:13:00,2025-09-29 10:30:00,Station Gare,Station Université,17,7.4
302,U7988,29,F,2024-05-03 18:29:00,2024-05-03 18:53:00,Station Université,Station Parc Central,24,8.6
303,U7500,59,F,2025-04-16 14:16:00,2025-04-16 14:37:00,Station Quartier Administratif,Station Technopark,21,8.6
304,U1045,52,M,2024-11-13 08:01:00,2024-11-13 08:16:00,Station Aéroport Bus,Station Gare,15,6.9
305,U9707,58,M,2025-09-27 18:22:00,2025-09-27 18:45:00,Station Parc Central,Station Technopark,23,8.1
306,U5416,62,F,2024-10-17 09:50:00,2024-10-17 10:04:00,Station Quartier Administratif,Station Hôpital,14,6.9
307,U8277,22,F,2024-03-02 07:38:00,2024-03-02 09:03:00,Station Souk,Station Hôpital,85,15.8
308,U1575,39,M,2024-08-13 15:39:00,2024-08-13 16:14:00,Station Souk,Station Stade,35,10.3
309,U5132,31,M,2024-07-16 08:32:00,2024-07-16 08:58:00,Station Souk,Station Centre-Ville,26,9.1
310,U2162,56,M,2024-08-29 21:11:00,2024-08-29 21:17:00,Station Technopark,Station Quartier Administratif,6,6.7
311,U6029,42,F,2025-01-06 18:33:00,2025-01-06 18:53:00,Station Université,Station Parc Central,20,7.9
312,U8028,21,M,2024-09-09 09:18:00,2024-09-09 09:40:00,Station Quartier Administratif,Station Technopark,22,8.6
313,U4408,44,M,2024-03-17 17:03:00,2024-03-17 17:12:00,Station Gare,Station Aéroport Bus,9,6.2
314,U4360,39,M,2025-10-29 13:57:00,2025-10-29 14:20:00,Station Quartier Administratif,Station Technopark,23,8.6
315,U9295,18,F,2025-03-24 07:11:00,2025-03-24 07:19:00,Station Technopark,Station Université,8,6.2
316,U1072,54,M,2025-12-28 17:16:00,2025-12-28 17:32:00,Station Centre-Ville,Station Gare,16,7.4
317,U4426,53,M,2025-03-05 09:51:00,2025-03-05 10:02:00,Station Hôpital,Station Parc Central,11,6.9
318,U5426,61,M,2025-08-25 08:41:00,2025-08-25 08:47:00,Station Parc Central,Station Hôpital,6,6.7
319,U4807,31,M,2024-08-23 19:43:00,2024-08-23 20:08:00,Station Marina,Station Corniche,25,8.1
320,U2665,20,F,2024-06-18 18:57:00,2024-06-18 19:29:00,Station Parc Central,Station Centre-Ville,32,10.3
321,U9678,18,F,2025-11-10 08:06:00,2025-11-10 08:25:00,Station Quartier Administratif,Station Hôpital,19,6.9
322,U3855,26,M,2024-12-11 13:06:00,2024-12-11 13:17:00,Station Hôpital,Station Quartier Administratif,11,6.9
323,U3001,49,F,2025-04-29 17:35:00,2025-04-29 18:05:00,Station Gare,Station Aéroport Bus,30,8.6
324,U9164,45,M,2024-11-18 05:10:00,2024-11-18 05:32:00,Station Parc Central,Station Université,22,7.6
325,U2643,28,M,2024-08-08 19:19:00,2024-08-08 19:46:00,Station Université,Station Technopark,27,8.6
326,U8659,52,M,2024-11-09 11:55:00,2024-11-09 12:21:00,Station Centre-Ville,Station Souk,26,8.1
327,U6443,35,F,2025-03-11 08:19:00,2025-03-11 08:34:00,Station Quartier Administratif,Station Hôpital,15,7.4
328,U7258,65,M,2025-07-05 13:02:00,2025-07-05 13:16:00,Station Aéroport Bus,Station Gare,14,7.4
329,U4058,46,M,2024-05-17 19:16:00,2024-05-17 19:56:00,Station Centre-Ville,Station Gare,40,9.8
330,U2925,61,M,2025-06-27 06:38:00,2025-06-27 07:24:00,Station Stade,Station Souk,46,11.5
331,U9117,38,M,2025-05-19 11:28:00,2025-05-19 11:41:00,Station Centre-Ville,Station Parc Central,13,7.4
332,U7171,33,M,2024-01-29 18:44:00,2024-01-29 18:59:00,Station Quartier Administratif,Station Technopark,15,7.9
333,U9061,57,M,2025-02-26 08:35:00,2025-02-26 08:51:00,Station Hôpital,Station Quartier Administratif,16,6.9
334,U8248,29,Autre,2025-06-20 19:18:00,2025-06-20 19:52:00,Station Université,Station Gare,34,9.8
335,U6811,65,F,2025-12-11 08:58:00,2025-12-11 09:19:00,Station Hôpital,Station Souk,21,7.6
336,U3903,37,M,2024-03-13 13:43:00,2024-03-13 14:06:00,Station Gare,Station Université,23,8.6
337,U4105,53,M,2025-07-09 20:32:00,2025-07-09 20:58:00,Station Quartier Administratif,Station Centre-Ville,26,8.6
338,U3572,56,M,2025-02-21 17:34:00,2025-02-21 17:53:00,Station Souk,Station Stade,19,7.9
339,U2597,21,M,2024-09-01 12:59:00,2024-09-01 13:23:00,Station Corniche,Station Stade,24,7.6
340,U5172,52,M,2025-12-03 17:05:00,2025-12-03 18:02:00,Station Souk,Station Hôpital,57,12.2
341,U6109,43,M,2024-08-26 17:53:00,2024-08-26 18:13:00,Station Technopark,Station Université,20,6.9
342,U6425,52,M,2025-10-27 12:10:00,2025-10-27 12:35:00,Station Stade,Station Parc Central,25,8.6
343,U1363,26,F,2024-01-29 17:17:00,2024-01-29 17:35:00,Station Gare,Station Centre-Ville,18,7.4
344,U2747,27,F,2024-06-04 12:33:00,2024-06-04 12:51:00,Station Quartier Administratif,Station Centre-Ville,18,6.9
345,U5207,55,F,2025-03-03 17:17:00,2025-03-03 17:49:00,Station Gare,Station Aéroport Bus,32,9.8
346,U3519,23,F,2024-10-20 18:15:00,2024-10-20 18:27:00,Station Technopark,Station Quartier Administratif,12,7.4
347,U5188,23,F,2024-12-27 02:05:00,2024-12-27 02:30:00,Station Université,Station Gare,25,8.1
348,U3184,65,M,2024-06-17 13:01:00,2024-06-17 13:25:00,Station Université,Station Parc Central,24,9.1
349,U9988,42,F,2024-08-06 08:38:00,2024-08-06 09:23:00,Station Stade,Station Université,45,11.0
350,U7931,41,F,2024-07-17 08:02:00,2024-07-17 08:46:00,Station Souk,Station Centre-Ville,44,10.0
351,U8164,33,F,2025-01-29 19:25:00,2025-01-29 20:09:00,Station Quartier Administratif,Station Parc Central,44,11.0
352,U3511,30,M,2024-03-07 15:01:00,2024-03-07 15:13:00,Station Centre-Ville,Station Parc Central,12,6.4
353,U6922,29,M,2025-07-17 17:35:00,2025-07-17 17:52:00,Station Aéroport Bus,Station Gare,17,6.4
354,U5386,59,M,2025-08-14 06:14:00,2025-08-14 06:51:00,Station Hôpital,Station Marina,37,9.8
355,U1256,37,M,2024-01-28 07:23:00,2024-01-28 07:31:00,Station Gare,Station Stade,8,5.7
356,U6461,38,F,2025-02-22 11:54:00,2025-02-22 12:52:00,Station Corniche,Station Souk,58,12.2
357,U9763,60,F,2025-06-01 19:15:00,2025-06-01 19:48:00,Station Aéroport Bus,Station Gare,33,9.8
358,U2155,37,M,2024-10-17 10:50:00,2024-10-17 11:26:00,Station Aéroport Bus,Station Gare,36,9.8
359,U7045,59,Autre,2024-07-08 14:27:00,2024-07-08 14:38:00,Station Gare,Station Centre-Ville,11,7.4
360,U9316,48,M,2024-10-26 19:20:00,2024-10-26 19:38:00,Station Hôpital,Station Quartier Administratif,18,7.4
361,U5733,51,M,2024-08-11 17:14:00,2024-08-11 17:26:00,Station Université,Station Parc Central,12,7.9
362,U5165,26,F,2024-11-27 07:28:00,2024-11-27 08:01:00,Station Quartier Administratif,Station Gare,33,10.3
363,U5654,42,M,2025-09-10 17:13:00,2025-09-10 17:40:00,Station Quartier Administratif,Station Hôpital,27,9.1
364,U4194,60,F,2024-12-11 03:08:00,2024-12-11 03:35:00,Station Hôpital,Station Quartier Administratif,27,8.1
365,U3002,23,F,2024-04-15 07:03:00,2024-04-15 07:32:00,Station Centre-Ville,Station Technopark,29,8.6
366,U2277,62,F,2025-03-24 11:50:00,2025-03-24 12:05:00,Station Parc Central,Station Université,15,7.4
367,U7506,62,F,2024-01-01 19:28:00,2024-01-01 19:45:00,Station Gare,Station Université,17,6.9
368,U2656,38,M,2025-12-28 10:10:00,2025-12-28 10:39:00,Station Hôpital,Station Quartier Administratif,29,8.6
369,U8843,64,F,2025-11-30 17:48:00,2025-11-30 18:09:00,Station Technopark,Station Université,21,7.6
370,U1896,29,F,2024-05-01 17:45:00,2024-05-01 18:27:00,Station Centre-Ville,Station Quartier Administratif,42,10.0
371,U4557,52,M,2025-12-31 14:29:00,2025-12-31 15:09:00,Station Université,Station Parc Central,40,9.3
372,U8117,20,F,2024-10-16 18:49:00,2024-10-16 19:24:00,Station Corniche,Station Stade,35,9.3
373,U8301,65,F,2024-05-18 07:45:00,2024-05-18 08:09:00,Station Souk,Station Stade,24,9.1
374,U2105,63,F,2024-09-09 02:16:00,2024-09-09 02:23:00,Station Parc Central,Station Stade,7,5.2
375,U4791,21,M,2025-02-10 19:17:00,2025-02-10 19:59:00,Station Souk,Station Marina,42,11.0
376,U9504,40,F,2024-06-30 08:45:00,2024-06-30 08:57:00,Station Technopark,Station Quartier Administratif,12,7.4
377,U4085,22,F,2024-02-26 07:57:00,2024-02-26 08:37:00,Station Centre-Ville,Station Parc Central,40,9.3
378,U1837,18,F,2024-10-03 21:17:00,2024-10-03 21:34:00,Station Parc Central,Station Hôpital,17,6.4
379,U3898,63,M,2025-04-06 07:33:00,2025-04-06 08:33:00,Station Université,Station Parc Central,60,12.2
380,U5775,27,F,2024-12-06 19:13:00,2024-12-06 19:35:00,Station Centre-Ville,Station Souk,22,8.1
381,U8514,22,M,2025-06-19 14:55:00,2025-06-19 15:29:00,Station Gare,Station Centre-Ville,34,9.8
382,U1526,42,M,2024-08-18 17:48:00,2024-08-18 18:01:00,Station Quartier Administratif,Station Gare,13,6.4
383,U1005,37,F,2025-01-06 14:50:00,2025-01-06 14:55:00,Station Stade,Station Souk,5,6.2
384,U7381,34,F,2025-08-10 23:19:00,2025-08-10 23:34:00,Station Souk,Station Centre-Ville,15,7.4
385,U3893,65,F,2024-12-21 12:11:00,2024-12-21 12:42:00,Station Corniche,Station Gare,31,9.8
386,U4848,40,M,2024-10-27 08:17:00,2024-10-27 08:41:00,Station Corniche,Station Marina,24,8.6
387,U7162,58,M,2024-02-21 12:52:00,2024-02-21 13:56:00,Station Technopark,Station Centre-Ville,64,13.4
388,U4733,49,F,2024-10-01 18:43:00,2024-10-01 18:54:00,Station Souk,Station Stade,11,7.9
389,U5150,18,F,2025-12-21 10:10:00,2025-12-21 10:39:00,Station Université,Station Gare,29,7.6
390,U6388,40,F,2024-09-22 19:56:00,2024-09-22 20:12:00,Station Centre-Ville,Station Souk,16,6.9
391,U1365,30,F,2024-05-12 15:50:00,2024-05-12 16:30:00,Station Marina,Station Aéroport Bus,40,9.8
392,U6855,33,F,2024-12-16 18:35:00,2024-12-16 18:58:00,Station Stade,Station Parc Central,23,8.6
393,U1036,43,M,2024-08-29 11:44:00,2024-08-29 11:56:00,Station Corniche,Station Marina,12,7.9
394,U6760,52,M,2025-05-04 15:17:00,2025-05-04 16:08:00,Station Parc Central,Station Centre-Ville,51,11.7
395,U9021,25,M,2024-03-18 18:28:00,2024-03-18 18:51:00,Station Stade,Station Corniche,23,8.6
396,U5410,38,M,2025-05-17 09:10:00,2025-05-17 09:40:00,Station Stade,Station Centre-Ville,30,8.6
397,U2309,21,F,2024-03-24 15:37:00,2024-03-24 15:42:00,Station Quartier Administratif,Station Hôpital,5,6.2
398,U5384,27,F,2025-07-07 12:52:00,2025-07-07 13:28:00,Station Centre-Ville,Station Quartier Administratif,36,9.8
399,U5290,43,M,2025-12-22 10:01:00,2025-12-22 10:24:00,Station Quartier Administratif,Station Hôpital,23,8.6
400,U3207,39,M,2024-06-04 19:46:00,2024-06-04 20:19:00,Station Gare,Station Aéroport Bus,33,9.8
401,U2138,63,M,2024-07-02 08:51:00,2024-07-02 09:09:00,Station Quartier Administratif,Station Centre-Ville,18,6.9
402,U1637,28,M,2025-06-18 10:09:00,2025-06-18 11:20:00,Station Souk,Station Parc Central,71,14.6
403,U2145,57,M,2025-10-30 12:12:00,2025-10-30 12:26:00,Station Technopark,Station Marina,14,7.4
404,U3365,64,F,2025-06-02 13:14:00,2025-06-02 13:39:00,Station Hôpital,Station Parc Central,25,9.1
405,U3069,47,F,2024-01-21 11:48:00,2024-01-21 12:09:00,Station Hôpital,Station Quartier Administratif,21,7.6
406,U5099,29,M,2025-09-19 15:41:00,2025-09-19 16:14:00,Station Quartier Administratif,Station Centre-Ville,33,10.3
407,U7017,58,F,2024-11-17 14:59:00,2024-11-17 15:23:00,Station Stade,Station Corniche,24,8.1
408,U4987,37,F,2025-01-07 17:18:00,2025-01-07 17:26:00,Station Technopark,Station Quartier Administratif,8,6.2
409,U8227,39,M,2025-12-22 13:57:00,2025-12-22 14:30:00,Station Université,Station Gare,33,9.3
410,U3883,52,M,2024-08-09 10:56:00,2024-08-09 11:23:00,Station Corniche,Station Centre-Ville,27,9.1
411,U8730,26,F,2025-11-13 15:58:00,2025-11-13 16:18:00,Station Centre-Ville,Station Quartier Administratif,20,6.4
412,U4073,44,M,2024-06-05 19:59:00,2024-06-05 20:25:00,Station Gare,Station Aéroport Bus,26,8.6
413,U2759,51,M,2025-12-27 13:18:00,2025-12-27 13:45:00,Station Souk,Station Parc Central,27,9.1
414,U6665,47,M,2024-08-25 19:45:00,2024-08-25 20:14:00,Station Souk,Station Stade,29,7.6
415,U2938,42,F,2024-02-26 17:19:00,2024-02-26 17:30:00,Station Gare,Station Centre-Ville,11,7.4
416,U8663,52,F,2025-12-31 19:12:00,2025-12-31 19:47:00,Station Technopark,Station Université,35,9.8
417,U6786,53,F,2024-07-16 10:55:00,2024-07-16 11:07:00,Station Université,Station Technopark,12,6.4
418,U8091,27,F,2024-12-26 19:44:00,2024-12-26 20:08:00,Station Marina,Station Corniche,24,8.6
419,U3313,56,F,2025-11-26 19:15:00,2025-11-26 19:22:00,Station Hôpital,Station Quartier Administratif,7,5.7
420,U5267,57,F,2025-08-04 08:47:00,2025-08-04 09:21:00,Station Technopark,Station Université,34,9.3
421,U1051,65,M,2024-10-29 20:04:00,2024-10-29 20:23:00,Station Corniche,Station Marina,19,7.9
422,U1622,30,F,2025-08-25 22:19:00,2025-08-25 22:40:00,Station Technopark,Station Université,21,7.6
423,U1558,42,F,2025-07-03 17:51:00,2025-07-03 18:13:00,Station Technopark,Station Université,22,7.6
424,U8449,45,F,2025-01-14 10:26:00,2025-01-14 10:41:00,Station Souk,Station Stade,15,7.4
425,U5273,62,Autre,2024-02-12 19:35:00,2024-02-12 20:03:00,Station Gare,Station Aéroport Bus,28,8.6
426,U9107,23,M,2024-02-16 09:00:00,2024-02-16 09:07:00,Station Université,Station Technopark,7,5.2
427,U5373,45,F,2025-10-15 14:10:00,2025-10-15 14:28:00,Station Gare,Station Université,18,7.4
428,U4096,52,F,2024-06-08 07:24:00,2024-06-08 07:44:00,Station Souk,Station Stade,20,7.4
429,U7302,46,F,2025-03-24 15:26:00,2025-03-24 15:47:00,Station Université,Station Gare,21,8.6
430,U7219,52,M,2025-06-14 18:40:00,2025-06-14 19:17:00,Station Aéroport Bus,Station Gare,37,10.3
431,U4619,51,M,2025-10-30 20:13:00,2025-10-30 20:20:00,Station Parc Central,Station Stade,7,6.7
432,U5727,50,M,2024-11-29 17:22:00,2024-11-29 17:35:00,Station Université,Station Parc Central,13,7.4
433,U4255,60,F,2025-07-06 07:58:00,2025-07-06 08:46:00,Station Aéroport Bus,Station Centre-Ville,48,11.0
434,U9388,19,M,2025-04-27 19:26:00,2025-04-27 19:34:00,Station Aéroport Bus,Station Gare,8,6.2
435,U8988,37,F,2025-01-14 08:40:00,2025-01-14 08:48:00,Station Centre-Ville,Station Aéroport Bus,8,5.7
436,U1392,54,M,2025-10-08 12:44:00,2025-10-08 12:55:00,Station Aéroport Bus,Station Gare,11,7.9
437,U3101,50,M,2025-03-31 09:29:00,2025-03-31 10:09:00,Station Technopark,Station Université,40,9.8
438,U3777,43,M,2025-04-02 13:43:00,2025-04-02 13:56:00,Station Hôpital,Station Quartier Administratif,13,6.9
439,U2929,39,M,2025-11-11 11:30:00,2025-11-11 11:41:00,Station Centre-Ville,Station Souk,11,7.4
440,U3541,63,M,2024-03-23 19:13:00,2024-03-23 19:31:00,Station Aéroport Bus,Station Gare,18,7.9
441,U9954,36,F,2024-01-03 11:32:00,2024-01-03 11:39:00,Station Université,Station Technopark,7,6.7
442,U2447,21,F,2024-09-07 19:04:00,2024-09-07 19:55:00,Station Corniche,Station Hôpital,51,11.7
443,U6722,28,F,2025-01-15 11:31:00,2025-01-15 12:04:00,Station Quartier Administratif,Station Parc Central,33,10.3
444,U3305,25,F,2025-12-14 07:15:00,2025-12-14 07:50:00,Station Université,Station Gare,35,9.8
445,U7195,20,M,2024-04-20 09:04:00,2024-04-20 09:43:00,Station Technopark,Station Corniche,39,8.8
446,U5185,35,M,2025-09-02 09:45:00,2025-09-02 09:57:00,Station Hôpital,Station Quartier Administratif,12,7.4
